,CustomerID,ProductName,PurchaseDate,Quantity,UnitPrice,City,Rating,IsMember
66,1915,Headphones,2021-11-02,6,583.8,London,5,False
67,1706,Smartphone,2020-02-12,9,868.86,London,5,False
68,4373,Laptop,2022-11-24,4,888.41,Berlin,5,True
69,4973,Smartphone,2022-05-16,8,1352.97,Paris,1,True
70,2424,Smartphone,2020-07-23,4,859.83,Mumbai,1,True
71,2744,Headphones,2021-04-29,1,1837.26,London,1,False
72,4726,Charger,2020-09-24,9,1287.17,Tokyo,5,True
73,1266,Headphones,2021-07-08,8,1801.6,Mumbai,4,True
74,1416,Charger,2022-07-20,5,1264.09,London,2,True
75,1004,Tablet,2022-01-05,3,181.06,Tokyo,1,True
76,4040,Headphones,2021-03-29,5,1006.71,New York,5,False
77,1987,Smartphone,2023-04-30,6,563.99,Mumbai,3,True
78,2223,Charger,2020-06-08,9,1661.65,Sydney,1,False
79,4118,Charger,2023-07-12,1,492.28,Tokyo,4,False
80,3278,Laptop,2020-06-15,1,1664.13,New York,4,True
81,4466,Headphones,2021-02-11,4,842.95,Berlin,1,False
82,3753,Charger,2022-07-15,6,1714.48,London,4,True
83,4753,Laptop,2020-12-19,5,439.3,Sydney,2,False
84,2988,Laptop,2020-01-05,1,212.05,Toronto,1,True
85,1541,Tablet,2020-06-01,9,621.35,New York,5,False
86,2738,Charger,2020-03-13,4,1267.21,Mumbai,1,True
87,1871,Smartphone,2023-10-01,5,1401.77,Mumbai,5,True
88,4330,Tablet,2022-04-25,4,537.34,Tokyo,4,False
89,2299,Headphones,2020-01-22,1,1386.26,New York,4,True
90,3188,Smartphone,2020-09-10,4,1882.2,Sydney,4,False
91,4062,Smartphone,2020-04-29,9,1473.31,Toronto,2,False
92,2798,Smartphone,2020-08-29,3,1215.88,Mumbai,4,True
93,4884,Tablet,2022-06-14,8,1696.94,New York,1,True
94,2379,Tablet,2020-12-13,6,152.05,Tokyo,3,False
95,3711,Charger,2021-04-14,8,1268.29,London,3,False
96,1022,Laptop,2021-12-19,5,188.49,Mumbai,5,False
97,1123,Headphones,2020-04-19,7,1754.61,Paris,4,False
98,4780,Laptop,2022-09-20,1,637.26,Paris,4,True
99,1021,Laptop,2021-03-30,2,796.11,Berlin,1,True
100,2337,Laptop,2022-12-19,6,1375.44,London,4,False
101,1446,Laptop,2021-11-04,5,390.38,Berlin,4,False
102,1753,Smartphone,2021-05-09,1,894.23,Toronto,5,True
103,1102,Tablet,2020-01-26,2,1752.24,London,2,False
104,3724,Headphones,2022-02-16,9,1964.23,Tokyo,5,False
105,1751,Tablet,2023-04-06,3,631.08,Tokyo,3,False
106,4927,Tablet,2020-08-05,2,1862.74,Mumbai,4,False
107,3340,Headphones,2022-08-16,9,1121.7,Paris,2,True
108,2606,Laptop,2021-03-05,1,1360.79,Sydney,4,False
109,2504,Smartphone,2020-03-01,7,802.78,New York,3,True
110,4023,Headphones,2021-08-08,5,1265.39,Sydney,1,False
111,2818,Charger,2022-03-10,3,382.24,London,3,True
112,4088,Laptop,2022-11-12,4,1373.53,Paris,5,False
113,1922,Charger,2023-10-23,3,1457.01,Paris,2,True
114,1871,Tablet,2020-02-03,9,325.72,Mumbai,2,True
115,2788,Tablet,2021-01-17,5,1028.25,Sydney,5,True
116,4131,Smartphone,2020-10-06,7,294.6,Tokyo,2,True
117,2829,Charger,2023-02-12,3,293.6,London,1,True
118,4429,Charger,2023-03-11,1,357.22,Tokyo,4,True
119,1619,Headphones,2022-04-30,9,410.78,London,1,False
120,3465,Smartphone,2021-06-12,1,1468.42,Berlin,3,True
121,1503,Tablet,2020-03-14,2,1555.07,Mumbai,3,True
122,3593,Smartphone,2022-01-11,5,1292.75,New York,5,True
123,1651,Charger,2020-07-18,8,233.66,New York,2,False
124,3032,Charger,2020-10-14,1,353.39,New York,1,False
125,2737,Headphones,2020-07-06,7,1980.5,New York,3,False
126,2585,Charger,2021-12-30,3,803.19,London,3,False
127,4761,Headphones,2020-09-06,2,1663.67,Mumbai,3,False
128,1525,Headphones,2022-02-12,7,920.39,Toronto,3,False
129,2680,Tablet,2021-11-12,6,793.03,Berlin,5,False
130,2094,Tablet,2023-03-19,6,719.0,New York,1,False
131,4601,Laptop,2022-01-24,8,811.45,London,5,False
132,2879,Headphones,2022-01-19,7,393.96,Sydney,2,False
133,1367,Headphones,2020-04-20,3,936.41,New York,1,False
134,2045,Laptop,2021-07-01,3,204.36,Mumbai,5,True
135,1422,Tablet,2023-02-17,7,300.69,Tokyo,2,True
136,4557,Charger,2022-10-17,7,987.34,Toronto,3,False
137,3244,Headphones,2020-08-18,3,1005.57,Berlin,2,True
138,1126,Smartphone,2020-09-24,6,294.78,Tokyo,2,False
139,1087,Laptop,2021-03-20,3,645.0,New York,4,False
140,3461,Smartphone,2022-10-12,4,1489.51,Tokyo,1,False
141,1325,Headphones,2023-01-01,6,213.47,Sydney,2,False
142,2113,Headphones,2023-07-10,1,851.36,Paris,5,True
143,2637,Tablet,2020-07-26,3,1622.98,New York,5,True
144,4150,Charger,2021-01-07,1,1229.03,Paris,4,False
145,1402,Tablet,2022-12-23,7,788.86,Tokyo,5,True
146,2412,Charger,2020-06-25,1,152.3,Mumbai,4,True
147,4110,Smartphone,2021-02-03,8,644.14,London,3,True
148,3406,Headphones,2023-01-30,9,1025.08,New York,4,True
149,2364,Laptop,2021-02-25,7,509.77,Sydney,2,False
150,4115,Tablet,2020-07-18,8,1216.79,Berlin,4,True
151,1257,Laptop,2022-04-24,5,1516.69,Paris,4,True
152,1293,Headphones,2023-11-08,2,1792.07,Mumbai,3,False
153,1668,Charger,2020-01-24,4,228.09,Paris,2,False
154,4843,Headphones,2022-03-24,4,563.71,London,3,True
155,3115,Headphones,2020-02-24,6,1010.38,Tokyo,2,False
156,2025,Headphones,2022-09-11,7,1850.04,Mumbai,1,False
157,1344,Tablet,2022-08-09,7,129.16,Berlin,5,True
158,3250,Smartphone,2020-06-29,2,80.06,Sydney,4,True
159,4122,Smartphone,2020-03-21,8,887.15,Mumbai,3,False
160,3343,Laptop,2023-05-22,5,444.39,Mumbai,3,False
161,2921,Smartphone,2023-04-04,3,776.92,London,4,True
162,4617,Charger,2021-11-05,5,117.22,London,3,True
163,1432,Headphones,2020-11-26,4,185.87,Mumbai,5,False
164,1176,Laptop,2021-03-30,5,1011.99,Berlin,1,True
165,3655,Headphones,2023-02-09,2,1451.89,Berlin,2,True
166,3521,Charger,2023-06-26,3,1652.1,Mumbai,2,False
167,3778,Charger,2022-07-07,8,1638.42,New York,3,False
168,1423,Headphones,2022-11-10,9,928.19,London,5,True
169,1614,Charger,2023-08-06,8,1052.14,Tokyo,3,False
170,3546,Tablet,2021-09-03,6,1293.37,Tokyo,2,False
171,3965,Laptop,2022-07-08,3,1834.3,Paris,3,True
172,4698,Headphones,2023-02-16,4,928.55,Tokyo,1,False
173,3822,Tablet,2021-10-11,3,1380.27,Paris,1,False
174,1875,Smartphone,2022-02-05,1,1975.18,London,1,False
175,3404,Charger,2021-12-04,1,1430.86,Sydney,5,True
176,4787,Laptop,2020-09-30,9,1096.99,Sydney,2,True
177,1639,Smartphone,2022-12-25,7,1544.99,Toronto,4,True
178,4378,Tablet,2023-08-13,8,1260.76,Sydney,4,False
179,2601,Charger,2023-10-11,8,1671.36,Sydney,3,True
180,3591,Tablet,2023-07-12,6,897.38,Mumbai,1,True
181,2064,Tablet,2020-07-20,2,1289.18,Mumbai,4,False
182,3438,Tablet,2021-07-22,4,1707.15,London,5,True
183,2229,Tablet,2023-11-14,4,1514.64,Sydney,5,False
184,4844,Tablet,2023-08-01,3,1678.63,New York,4,False
185,1383,Charger,2021-06-09,7,1567.09,Berlin,1,False
186,3451,Laptop,2022-04-01,9,803.42,Berlin,2,True
187,2933,Laptop,2022-08-14,9,1740.64,New York,4,False
188,2000,Headphones,2023-07-13,5,1723.51,Sydney,4,True
189,1095,Laptop,2023-06-26,6,726.86,Sydney,5,True
190,1762,Laptop,2023-08-09,5,197.67,Mumbai,5,False
191,1342,Headphones,2021-06-24,8,580.21,Toronto,3,True
192,1248,Laptop,2021-03-03,8,1626.59,Tokyo,2,True
193,4044,Tablet,2022-09-12,6,1409.18,New York,5,True
194,4400,Tablet,2022-04-30,1,1091.79,Tokyo,3,False
195,1047,Smartphone,2022-05-25,5,1173.95,Berlin,2,True
196,3209,Laptop,2021-05-24,9,975.29,Mumbai,2,True
197,4005,Headphones,2021-03-29,3,1151.17,Berlin,4,True
198,4784,Tablet,2020-06-16,8,723.06,Tokyo,4,False
199,1920,Smartphone,2022-12-21,3,1650.7,London,4,True
200,4242,Laptop,2020-11-20,8,706.49,Berlin,2,False
201,3493,Charger,2022-10-07,3,1013.16,Mumbai,2,False
202,4764,Laptop,2022-03-09,5,1186.97,New York,3,False
203,2717,Tablet,2021-04-18,2,705.47,Mumbai,3,False
204,4498,Tablet,2020-04-09,7,1673.24,London,4,False
205,2833,Laptop,2023-07-20,3,693.17,Berlin,2,True
206,4933,Headphones,2023-06-25,7,1252.68,Sydney,5,False
207,1251,Charger,2023-08-22,5,963.16,London,1,False
208,1486,Tablet,2020-07-24,5,1413.04,Paris,1,True
209,2182,Smartphone,2021-06-13,4,1687.54,Paris,1,False
210,2080,Laptop,2020-12-17,1,1148.03,Toronto,2,True
211,3385,Smartphone,2022-10-30,3,911.56,Toronto,2,False
212,2178,Headphones,2021-04-01,1,1281.8,Mumbai,2,False
213,3905,Smartphone,2021-10-16,4,1177.38,Mumbai,4,True
214,2101,Charger,2020-08-03,9,1517.48,Sydney,5,False
215,4219,Smartphone,2023-10-19,5,1257.34,Sydney,2,False
216,1057,Laptop,2022-11-07,5,317.12,Tokyo,3,False
217,2441,Tablet,2021-05-29,8,1499.22,Berlin,3,False
218,4126,Headphones,2021-08-11,7,1186.64,Sydney,1,True
219,2870,Smartphone,2020-03-05,9,630.88,Berlin,3,True
220,3831,Laptop,2023-05-09,8,1163.48,Sydney,4,True
221,2024,Smartphone,2020-08-31,5,839.61,Paris,5,True
222,3092,Charger,2020-05-30,7,229.89,Sydney,1,True
223,1398,Charger,2020-08-18,5,256.03,Berlin,1,False
224,2853,Headphones,2021-08-21,7,1799.75,New York,5,False
225,2261,Smartphone,2020-11-15,1,635.91,Sydney,5,False
226,1429,Laptop,2021-11-10,4,87.02,Paris,4,False
227,3366,Tablet,2021-11-24,9,1873.41,Tokyo,5,True
228,4211,Headphones,2020-01-30,7,1034.77,Tokyo,1,True
229,4551,Laptop,2020-04-09,4,1602.92,Sydney,4,False
230,3452,Smartphone,2020-06-27,1,424.54,Mumbai,5,False
231,4106,Smartphone,2021-09-19,3,1634.15,Mumbai,5,True
232,3896,Laptop,2023-07-04,6,1068.88,Mumbai,3,True
233,3906,Laptop,2020-06-14,9,578.56,Sydney,4,True
234,4037,Smartphone,2022-12-13,3,1604.63,Berlin,1,True
235,3808,Tablet,2021-10-13,1,200.71,Tokyo,4,False
236,2284,Headphones,2022-12-01,8,721.2,Paris,1,False
237,3425,Laptop,2021-03-01,9,1708.94,Tokyo,5,True
238,4814,Tablet,2021-01-04,4,1882.48,Berlin,1,True
239,2184,Laptop,2022-06-10,5,64.31,Toronto,4,False
240,2983,Smartphone,2022-01-25,6,239.67,Toronto,3,True
241,2745,Tablet,2022-03-05,7,835.04,Sydney,1,False
242,1771,Charger,2021-10-28,5,1619.79,New York,5,True
243,4431,Tablet,2023-03-17,7,173.62,New York,2,False
244,4862,Charger,2023-02-04,4,1550.58,Berlin,4,True
245,3829,Laptop,2022-01-17,3,1290.64,Mumbai,3,False
246,2782,Laptop,2023-06-22,4,729.1,Mumbai,4,False
247,3996,Charger,2023-07-16,2,1248.55,Mumbai,4,False
248,1946,Smartphone,2022-01-19,2,917.33,Mumbai,2,True
249,1693,Smartphone,2020-02-01,3,123.77,Sydney,3,True
250,2138,Headphones,2022-07-17,6,1348.05,London,2,True
251,1185,Headphones,2020-11-21,6,769.84,Mumbai,2,False
252,3394,Tablet,2022-01-18,5,312.37,Toronto,4,False
253,2002,Laptop,2021-12-05,1,1569.72,New York,2,False
254,4138,Tablet,2022-12-15,1,1748.88,Tokyo,5,True
255,4933,Laptop,2023-08-15,1,982.95,Mumbai,5,True
256,4256,Tablet,2020-01-16,8,1850.36,Tokyo,5,True
257,2831,Smartphone,2020-02-09,2,1105.39,London,3,False
258,3957,Smartphone,2020-05-19,1,655.26,Mumbai,5,True
259,4248,Tablet,2023-08-26,9,1807.53,Sydney,4,False
260,3832,Smartphone,2023-02-14,3,1723.27,Tokyo,2,True
261,2269,Tablet,2022-12-07,2,588.64,Tokyo,5,True
262,4282,Charger,2021-01-29,3,1477.45,London,4,True
263,4172,Tablet,2021-07-13,2,868.47,Paris,2,False
264,1771,Headphones,2020-03-14,5,1470.5,Tokyo,5,False
265,4666,Tablet,2021-05-17,8,1040.32,Sydney,1,True
266,4910,Headphones,2020-01-01,6,1254.64,Mumbai,3,True
267,2693,Charger,2021-04-16,1,1131.26,New York,3,False
268,2778,Smartphone,2020-10-03,9,503.35,Paris,3,False
269,4907,Tablet,2022-01-18,4,1377.81,Mumbai,3,True
270,1701,Headphones,2022-06-28,7,1126.66,Paris,3,True
271,3053,Laptop,2020-12-12,9,1010.58,Paris,2,True
272,2456,Headphones,2023-07-02,2,1125.98,Paris,2,False
273,1605,Laptop,2021-11-21,3,1016.68,Mumbai,3,False
274,3762,Laptop,2023-02-27,2,290.87,Tokyo,5,False
275,4600,Smartphone,2020-12-19,6,1302.6,Berlin,3,False
276,4652,Headphones,2023-02-09,5,1635.78,Toronto,1,False
277,4544,Tablet,2022-03-16,5,295.89,London,5,False
278,3054,Charger,2022-01-17,7,1241.51,Paris,3,False
279,4158,Charger,2023-08-07,4,72.87,Berlin,3,False
280,2003,Smartphone,2022-05-14,1,355.62,Berlin,4,True
281,4905,Smartphone,2020-10-24,9,940.05,Toronto,2,False
282,3580,Smartphone,2023-08-23,9,888.34,New York,3,True
283,4612,Laptop,2022-04-28,2,890.17,Toronto,4,False
284,3957,Laptop,2020-09-22,1,1759.07,Sydney,3,True
285,2144,Tablet,2022-12-17,3,1568.14,Tokyo,4,True
286,4795,Headphones,2022-05-11,3,673.97,Toronto,4,False
287,4483,Headphones,2023-05-03,8,153.68,Toronto,1,True
288,2474,Laptop,2023-11-05,5,371.24,London,1,False
289,1069,Charger,2023-10-09,8,1968.39,Mumbai,1,False
290,1373,Headphones,2020-06-24,4,1146.73,Paris,5,True
291,3527,Charger,2020-12-17,1,880.82,Toronto,3,True
292,1764,Laptop,2020-01-23,4,225.17,Paris,3,False
293,2965,Smartphone,2020-09-26,9,1143.94,Berlin,2,True
294,2898,Charger,2020-10-31,1,1965.08,Berlin,5,False
295,2263,Charger,2021-04-27,7,1164.45,London,5,False
296,4205,Tablet,2022-09-25,9,1748.67,Tokyo,4,False
297,1776,Headphones,2022-05-20,4,63.31,Toronto,5,True
298,1498,Tablet,2021-04-19,5,364.23,New York,5,False
299,4236,Laptop,2022-05-18,1,1585.07,Paris,1,True
300,1878,Charger,2022-03-31,1,1355.36,Mumbai,1,True
301,2028,Tablet,2022-12-19,5,271.11,Toronto,3,False
302,2186,Charger,2020-08-21,9,1927.49,Paris,1,False
303,3516,Tablet,2020-08-12,4,1862.19,Berlin,1,False
304,1326,Smartphone,2021-02-04,3,606.46,Mumbai,5,False
305,4043,Smartphone,2022-10-09,8,1358.03,Tokyo,4,False
306,1081,Laptop,2020-09-10,9,665.33,Berlin,5,False
307,3635,Tablet,2023-09-14,8,1359.27,Tokyo,2,False
308,4801,Tablet,2022-03-08,3,269.89,London,1,False
309,3240,Laptop,2021-09-14,9,870.17,Toronto,2,True
310,2043,Smartphone,2020-07-29,2,789.93,Mumbai,4,True
311,2403,Headphones,2022-03-21,5,1041.53,Toronto,2,False
312,1685,Charger,2023-08-08,4,1494.14,Tokyo,3,True
313,3772,Laptop,2020-06-23,3,677.51,Mumbai,2,False
314,4281,Laptop,2020-02-23,4,1360.44,London,3,True
315,1915,Charger,2023-09-27,2,1602.83,Toronto,4,False
316,4046,Headphones,2023-09-05,1,1221.63,Sydney,3,False
317,2889,Charger,2023-02-07,9,690.19,Mumbai,1,True
318,1096,Laptop,2020-12-04,1,1250.9,Paris,2,True
319,2223,Smartphone,2020-04-09,5,548.82,New York,1,False
320,4161,Laptop,2023-03-01,3,986.6,Toronto,3,True
321,3391,Smartphone,2020-08-28,3,1353.62,New York,1,True
322,2856,Laptop,2023-06-07,2,1472.16,Paris,5,True
323,1196,Tablet,2023-02-12,7,680.39,New York,4,False
324,2280,Charger,2021-10-12,5,1623.42,Sydney,5,True
325,2279,Headphones,2022-03-04,6,1308.93,New York,3,False
326,2266,Charger,2021-09-16,3,909.47,New York,5,False
327,1555,Laptop,2021-06-21,1,1092.89,Paris,1,False
328,2575,Laptop,2021-04-13,4,1154.21,London,3,False
329,2960,Tablet,2021-08-10,2,910.67,Mumbai,5,False
330,1571,Laptop,2021-07-05,3,1702.82,Berlin,3,True
331,3327,Smartphone,2021-07-25,5,659.97,Berlin,5,False
332,1551,Tablet,2022-12-19,4,876.41,Toronto,3,False
333,1561,Tablet,2022-09-27,1,321.53,Berlin,3,True
334,3873,Smartphone,2021-01-23,5,1856.29,London,5,True
335,1081,Smartphone,2023-10-01,8,1892.98,Toronto,1,True
336,4096,Smartphone,2021-06-11,9,1883.87,Paris,4,True
337,2577,Tablet,2021-11-06,7,130.48,London,2,True
338,4046,Tablet,2022-06-21,6,250.34,London,5,True
339,1571,Tablet,2020-09-16,9,229.59,Berlin,5,True
340,1618,Tablet,2020-06-08,2,871.8,London,4,False
341,3480,Tablet,2021-04-11,3,1845.85,Tokyo,5,False
342,4216,Smartphone,2023-09-30,7,433.54,Paris,4,False
343,4130,Charger,2023-06-04,6,1621.51,London,4,False
344,3795,Headphones,2022-03-20,8,1637.86,Sydney,3,False
345,1733,Charger,2023-06-24,2,1004.54,New York,1,False
346,4077,Smartphone,2020-05-04,6,1703.97,Tokyo,5,True
347,2768,Smartphone,2020-08-04,8,1225.59,New York,3,False
348,2947,Headphones,2021-04-21,4,278.79,Sydney,3,True
349,4925,Charger,2023-10-30,6,753.52,Paris,1,True
350,4427,Tablet,2022-10-21,3,944.67,Mumbai,5,False
351,1709,Tablet,2023-03-18,9,741.24,London,2,False
352,1610,Charger,2023-12-29,7,1483.04,Tokyo,2,False
353,2898,Headphones,2021-06-09,2,1939.17,Tokyo,2,True
354,2675,Laptop,2023-06-17,2,1995.6,New York,1,False
355,2570,Smartphone,2021-08-12,7,1604.9,London,4,True
356,1401,Smartphone,2023-09-01,1,1109.88,Toronto,5,False
357,1009,Headphones,2020-11-07,1,1742.26,Paris,1,False
358,3035,Tablet,2020-04-01,5,1665.84,Mumbai,1,False
359,3837,Charger,2023-05-28,2,693.37,Sydney,1,True
360,3335,Headphones,2022-06-04,7,777.32,New York,4,True
361,2309,Charger,2022-10-21,6,306.53,Toronto,3,False
362,1772,Laptop,2023-12-29,4,162.94,Toronto,5,True
363,2499,Headphones,2021-11-14,5,1118.11,Sydney,1,True
364,1608,Headphones,2020-12-24,3,1323.63,Tokyo,3,True
365,2538,Smartphone,2022-02-23,1,1422.74,Sydney,4,True
366,4003,Smartphone,2023-08-26,3,169.93,Sydney,4,True
367,3748,Charger,2023-01-06,2,1351.0,Toronto,2,False
368,4203,Charger,2021-06-14,7,1420.18,New York,2,False
369,2393,Laptop,2022-09-17,6,125.77,Mumbai,2,False
370,3162,Smartphone,2021-03-12,2,840.98,Sydney,5,True
371,4977,Smartphone,2020-12-27,3,1399.74,Toronto,4,False
372,2523,Laptop,2021-12-19,8,1096.45,Paris,5,False
373,3748,Laptop,2021-08-21,5,1763.95,New York,3,True
374,1703,Smartphone,2023-05-20,8,1211.23,Tokyo,2,True
375,1634,Charger,2022-10-05,2,622.56,Toronto,1,False
376,1471,Smartphone,2023-03-12,4,1598.06,Toronto,1,False
377,1079,Headphones,2023-02-10,2,998.62,Berlin,5,False
378,2362,Headphones,2022-08-05,2,1873.28,Paris,2,False
379,3225,Smartphone,2020-09-25,4,1677.36,New York,4,True
380,3235,Tablet,2021-05-05,1,1785.53,Paris,2,False
381,4387,Laptop,2023-01-08,4,183.18,Berlin,4,True
382,4192,Tablet,2020-08-04,3,702.78,Tokyo,3,False
383,1461,Laptop,2020-03-27,7,865.54,Tokyo,1,False
384,4842,Headphones,2021-08-13,5,254.53,Tokyo,1,True
385,4366,Laptop,2020-01-02,6,435.67,Sydney,2,True
386,2607,Headphones,2023-12-31,6,702.64,Mumbai,4,False
387,2017,Laptop,2023-04-05,7,493.43,Paris,1,False
388,3123,Smartphone,2023-04-21,3,167.73,Sydney,5,True
389,4905,Headphones,2020-06-08,3,75.88,Paris,5,False
390,4116,Charger,2021-03-21,5,825.22,New York,3,False
391,2691,Headphones,2022-04-21,8,1281.11,Berlin,2,True
392,2339,Headphones,2023-09-10,5,1225.19,New York,4,True
393,3690,Headphones,2021-04-22,5,1693.87,London,5,False
394,2314,Tablet,2022-12-20,8,1451.42,Toronto,5,False
395,1300,Smartphone,2021-03-04,2,181.25,London,3,True
396,4263,Smartphone,2022-03-29,7,1838.84,Berlin,5,False
397,4799,Smartphone,2023-02-02,5,1588.68,Mumbai,1,True
398,1904,Headphones,2021-06-15,7,1571.41,Paris,2,False
399,4648,Laptop,2020-09-25,1,907.55,Mumbai,3,False
400,1857,Charger,2022-04-01,4,566.01,Mumbai,4,True
401,2787,Charger,2023-02-26,4,1444.95,Mumbai,4,True
402,1201,Headphones,2021-01-15,3,858.56,London,4,False
403,1742,Smartphone,2021-01-14,1,1781.44,New York,1,False
404,2127,Laptop,2021-04-23,3,228.48,Berlin,1,True
405,3707,Smartphone,2021-09-01,5,1926.36,Tokyo,5,False
406,1891,Tablet,2020-09-22,6,1906.57,Tokyo,5,False
407,3955,Laptop,2020-10-16,1,692.09,New York,2,False
408,1326,Smartphone,2023-06-14,9,1270.87,Sydney,4,True
409,2702,Headphones,2021-04-27,4,1879.62,Toronto,3,True
410,4861,Laptop,2020-07-19,7,1494.64,Tokyo,3,False
411,3553,Laptop,2023-02-22,6,1155.55,New York,3,False
412,4419,Charger,2021-02-10,2,1543.76,Paris,4,False
413,3119,Charger,2021-01-18,6,1694.79,Tokyo,4,False
414,1328,Laptop,2023-06-09,4,1481.82,Berlin,2,False
415,4730,Laptop,2020-02-24,2,1494.84,Tokyo,5,True
416,1605,Smartphone,2023-01-27,5,527.24,Toronto,1,True
417,3683,Headphones,2023-01-19,2,731.88,London,2,True
418,3737,Smartphone,2021-01-29,4,1371.23,London,3,True
419,4917,Smartphone,2023-02-13,6,1697.77,London,1,True
420,2435,Smartphone,2021-12-24,3,1479.72,New York,1,False
421,1041,Tablet,2021-03-01,5,1874.25,London,4,False
422,1390,Smartphone,2023-07-17,2,199.21,Berlin,2,False
423,4483,Laptop,2023-07-03,9,968.48,Paris,4,True
424,2980,Smartphone,2021-08-10,1,178.49,Berlin,3,True
425,2317,Charger,2021-02-23,3,999.88,Berlin,4,True
426,3211,Laptop,2022-03-06,3,785.96,Tokyo,1,True
427,4223,Laptop,2020-11-15,8,308.85,Toronto,5,False
428,2164,Tablet,2023-03-09,3,1348.43,Toronto,4,False
429,2541,Headphones,2021-03-14,4,272.13,Sydney,1,False
430,2404,Smartphone,2020-07-12,3,281.97,Tokyo,4,False
431,3682,Tablet,2020-10-24,5,768.69,Berlin,2,False
432,2596,Laptop,2020-10-09,9,685.66,New York,4,False
